Cultivo,Ubicaciones,Rendimiento,Tamaño,Fertilizantes
kumato,El Alquian,7.69,3,True
verde,El Alquian,3.3,1,False
rosa,Nijar,4.57,3,True
verde,El Alquian,3.31,2,False
kumato,El Ejido,0.5,4,False
kumato,Campohermoso,3.23,4,True
 de pera,Nijar,8.44,1,True
bola,Campohermoso,2.16,3,False
 de pera,Nijar,0.95,3,False
corazon de buey,Campohermoso,1.82,4,True
 de pera,El Ejido,9.96,3,False
verde,El Alquian,2.65,2,False
verde,Campohermoso,4.27,1,False
corazon de buey,El Alquian,0.4,4,True
rosa,Nijar,6.95,1,True
bola,La Mojonera,2.3,4,False
bola,Nijar,9.46,3,True
Raf,Nijar,7.23,4,False
bola,Campohermoso,9.44,1,False
cherry,Campohermoso,1.97,4,False
rosa,El Alquian,1.39,1,False
bola,El Alquian,4.1,4,True
verde,El Alquian,8.96,3,True
Raf,Nijar,8.59,3,True
corazon de buey,Nijar,6.67,4,True
 de pera,Campohermoso,3.39,4,True
bola,El Ejido,5.66,1,False
corazon de buey,Campohermoso,9.74,2,True
Raf,Nijar,6.6,1,True
corazon de buey,Campohermoso,1.28,2,False
 de pera,Campohermoso,1.85,2,True
rosa,El Alquian,2.23,1,False
bola,La Mojonera,4.65,3,True
rosa,La Mojonera,1.46,1,True
bola,Nijar,2.51,1,True
Raf,La Mojonera,4.8,2,True
kumato,El Ejido,2.49,2,True
corazon de buey,Campohermoso,4.61,2,True
corazon de buey,La Mojonera,3.09,1,False
corazon de buey,Campohermoso,6.13,3,True
rosa,Nijar,7.46,4,True
corazon de buey,El Alquian,2.95,1,False
bola,El Ejido,5.94,3,True
verde,El Ejido,6.09,2,True
rosa,El Alquian,2.41,4,True
corazon de buey,Campohermoso,2.32,1,False
cherry,Campohermoso,5.73,2,True
Raf,El Alquian,1.16,4,False
cherry,Campohermoso,8.97,2,True
rosa,El Ejido,6.26,4,True
cherry,El Alquian,1.97,2,False
verde,La Mojonera,7.08,1,True
kumato,El Ejido,1.02,2,False
bola,Campohermoso,4.8,1,True
bola,Nijar,1.18,3,False
 de pera,El Alquian,7.81,1,True
cherry,El Alquian,1.43,3,False
kumato,El Alquian,4.96,1,False
verde,La Mojonera,2.54,2,True
verde,Campohermoso,4.24,2,True
 de pera,El Ejido,4.8,1,True
Raf,El Alquian,0.31,3,True
 de pera,La Mojonera,3.7,1,False
Raf,La Mojonera,3.14,2,False
Raf,Nijar,5.75,1,False
cherry,El Alquian,1.25,3,True
kumato,La Mojonera,1.45,3,True
Raf,Nijar,0.7,4,True
bola,Campohermoso,6.5,2,False
cherry,Nijar,7.38,1,False
Raf,El Ejido,9.83,4,False
Raf,Campohermoso,2.82,4,False
cherry,La Mojonera,3.92,1,False
verde,Campohermoso,6.51,1,False
bola,Campohermoso,8.49,2,True
kumato,Campohermoso,0.92,4,False
Raf,La Mojonera,5.91,1,False
Raf,El Ejido,1.92,1,True
verde,Nijar,8.92,2,True
verde,La Mojonera,0.19,4,False
corazon de buey,Campohermoso,5.09,4,False
verde,Campohermoso,1.7,1,True
kumato,Campohermoso,1.56,1,True
 de pera,Campohermoso,8.99,1,False
kumato,El Alquian,5.36,2,False
kumato,El Ejido,4.18,3,True
corazon de buey,El Ejido,0.04,3,False
cherry,Campohermoso,2.32,2,False
rosa,El Alquian,6.8,2,True
kumato,El Ejido,5.19,3,True
corazon de buey,La Mojonera,4.46,1,True
cherry,El Alquian,5.97,3,True
 de pera,El Ejido,3.89,2,True
Raf,La Mojonera,4.52,3,False
bola,Nijar,9.33,3,True
verde,Nijar,7.3,2,True
 de pera,El Alquian,3.89,1,True
Raf,El Ejido,7.41,2,False
 de pera,El Alquian,7.19,3,True
Raf,La Mojonera,2.3,4,False
 de pera,La Mojonera,3.98,2,False
kumato,Nijar,3.07,4,False
verde,Campohermoso,9.12,4,False
 de pera,Nijar,3.74,3,False
Raf,El Alquian,7.89,2,False
cherry,El Ejido,9.63,2,False
verde,Nijar,4.38,2,False
 de pera,Nijar,8.78,4,True
verde,El Alquian,2.67,2,False
Raf,Nijar,7.75,2,True
bola,El Alquian,4.43,4,False
cherry,Nijar,5.08,4,True
verde,El Ejido,6.02,4,True
bola,Nijar,1.82,4,True
cherry,La Mojonera,8.8,2,True
corazon de buey,Campohermoso,3.26,2,False
rosa,Nijar,5.51,2,False
Raf,Nijar,4.54,4,False
kumato,El Alquian,7.87,1,False
 de pera,El Alquian,6.3,2,False
 de pera,La Mojonera,1.12,2,True
 de pera,El Ejido,8.97,2,True
corazon de buey,El Alquian,2.44,4,True
 de pera,Campohermoso,4.44,2,True
rosa,Nijar,7.73,4,False
kumato,Campohermoso,7.96,3,False
corazon de buey,Campohermoso,0.92,4,False
corazon de buey,Nijar,6.23,1,False
cherry,Nijar,0.73,2,True
bola,El Ejido,7.55,2,False
Raf,La Mojonera,7.75,2,True
bola,La Mojonera,9.74,2,False
corazon de buey,Campohermoso,4.93,2,True
Raf,La Mojonera,3.02,4,False
rosa,El Alquian,9.52,3,False
 de pera,El Alquian,3.97,2,True
 de pera,Nijar,8.81,4,False
rosa,El Alquian,9.14,4,True
corazon de buey,La Mojonera,4.62,4,False
bola,Nijar,6.91,2,True
rosa,Nijar,6.98,1,True
 de pera,Campohermoso,0.79,4,False
verde,Campohermoso,8.33,3,True
kumato,La Mojonera,8.44,1,False
 de pera,El Ejido,5.42,2,True
rosa,El Ejido,3.04,3,True
Raf,El Alquian,3.77,1,True
bola,El Ejido,6.89,2,False
kumato,Nijar,8.03,4,False
 de pera,La Mojonera,0.25,2,False
kumato,Campohermoso,6.15,1,True
rosa,Campohermoso,0.21,1,True
cherry,El Alquian,7.19,4,True
cherry,Nijar,3.42,2,True
bola,Nijar,2.15,3,False
bola,Nijar,5.66,1,True
kumato,El Ejido,1.93,4,True
bola,El Ejido,2.58,1,True
cherry,La Mojonera,2.49,1,True
verde,El Ejido,6.55,1,False
 de pera,Nijar,7.13,2,False
verde,La Mojonera,6.2,4,False
corazon de buey,El Alquian,5.29,3,True
rosa,Campohermoso,3.39,4,True
kumato,El Ejido,3.43,4,False
rosa,El Alquian,7.53,4,False
bola,Nijar,5.81,4,True
cherry,Campohermoso,7.89,1,False
bola,El Alquian,1.68,3,False
bola,La Mojonera,4.81,4,False
bola,Campohermoso,6.14,2,True
rosa,El Alquian,2.32,3,False
cherry,Campohermoso,9.82,2,False
corazon de buey,Campohermoso,1.43,3,True
 de pera,Campohermoso,1.16,1,False
bola,Campohermoso,1.47,4,True
kumato,Campohermoso,1.51,1,True
bola,La Mojonera,2.67,2,False
bola,Nijar,5.88,2,True
 de pera,El Ejido,6.97,1,True
verde,La Mojonera,0.59,1,False
kumato,La Mojonera,7.79,2,False
rosa,Nijar,8.55,2,True
Raf,Nijar,8.96,2,True
 de pera,El Ejido,6.63,3,False
Raf,El Ejido,2.82,2,False
bola,Campohermoso,5.44,2,False
kumato,Nijar,7.38,3,False
corazon de buey,El Alquian,6.12,1,False
verde,El Ejido,6.6,1,False
kumato,Campohermoso,3.44,4,False
Raf,Nijar,6.0,2,True
corazon de buey,Nijar,2.52,2,True
verde,El Alquian,7.58,4,False
cherry,El Ejido,5.72,4,True
Raf,La Mojonera,8.25,3,True
corazon de buey,El Alquian,6.26,1,False
kumato,Nijar,9.84,2,False
kumato,Campohermoso,1.69,1,False
cherry,Campohermoso,4.28,4,True
cherry,El Alquian,4.4,1,False
kumato,Nijar,6.17,1,False
corazon de buey,El Ejido,5.68,2,False
rosa,El Ejido,7.78,1,True
Raf,Nijar,7.99,1,False
cherry,Campohermoso,2.64,2,True
 de pera,El Alquian,1.99,3,True
 de pera,La Mojonera,4.0,3,True
corazon de buey,Nijar,4.72,2,False
corazon de buey,La Mojonera,1.11,3,False
bola,El Alquian,0.38,4,True
verde,Campohermoso,9.98,1,False
corazon de buey,La Mojonera,6.91,1,True
 de pera,La Mojonera,6.52,3,True
Raf,El Ejido,5.03,4,False
verde,La Mojonera,6.75,1,True
cherry,La Mojonera,7.0,2,False
Raf,La Mojonera,7.8,2,True
 de pera,Campohermoso,3.85,4,True
verde,El Alquian,8.56,4,True
bola,La Mojonera,2.58,1,False
corazon de buey,El Alquian,0.37,4,False
cherry,El Ejido,1.53,1,True
Raf,La Mojonera,2.76,3,True
 de pera,El Alquian,0.19,4,True
verde,Campohermoso,1.55,1,True
corazon de buey,Campohermoso,2.72,1,True
cherry,La Mojonera,7.71,3,True
kumato,El Ejido,3.17,4,True
corazon de buey,Nijar,7.6,2,False
 de pera,Campohermoso,0.25,1,True
cherry,Campohermoso,1.38,2,True
corazon de buey,La Mojonera,1.35,1,True
bola,El Alquian,5.93,1,True
rosa,Campohermoso,3.95,1,True
kumato,Nijar,7.86,1,True
Raf,El Alquian,2.48,3,False
bola,La Mojonera,1.56,4,False
bola,Nijar,9.96,2,False
Raf,Nijar,3.54,1,False
verde,El Alquian,7.48,4,True
rosa,El Ejido,1.7,2,True
verde,El Ejido,2.35,1,True
rosa,El Ejido,8.0,3,False
rosa,El Ejido,2.73,4,False
verde,El Ejido,2.54,2,True
rosa,El Alquian,4.32,3,False
 de pera,Nijar,0.24,4,False
Raf,La Mojonera,0.9,3,False
rosa,Nijar,7.69,3,True
corazon de buey,El Alquian,5.79,4,True
cherry,El Alquian,6.13,3,False
kumato,El Alquian,3.19,3,True
cherry,El Ejido,6.2,3,True
cherry,El Ejido,2.35,1,True
corazon de buey,La Mojonera,8.2,2,True
bola,La Mojonera,3.8,1,True
Raf,Campohermoso,1.53,1,True
cherry,La Mojonera,9.41,2,False
verde,El Alquian,0.71,2,False
cherry,El Alquian,3.24,3,True
Raf,Nijar,9.13,4,True
cherry,La Mojonera,7.72,4,False
 de pera,El Alquian,7.74,4,True
Raf,Nijar,0.16,2,False
verde,Nijar,0.79,3,True
rosa,Nijar,0.91,4,False
cherry,Nijar,7.65,3,True
rosa,La Mojonera,0.23,2,True
bola,La Mojonera,5.53,2,True
verde,Nijar,1.18,4,True
bola,La Mojonera,2.15,4,True
 de pera,Nijar,9.31,1,True
Raf,Nijar,7.04,4,False
Raf,Campohermoso,3.87,1,False
rosa,Campohermoso,2.99,4,True
bola,El Ejido,6.65,1,True
corazon de buey,El Ejido,9.35,3,True
rosa,El Alquian,7.51,2,False
verde,El Ejido,1.06,1,False
corazon de buey,La Mojonera,1.4,1,True
rosa,El Ejido,8.13,1,True
bola,Campohermoso,3.55,4,True
cherry,El Ejido,3.17,2,False
cherry,El Alquian,5.86,1,True
 de pera,Nijar,3.93,1,False
corazon de buey,Nijar,8.91,1,True
verde,Nijar,8.51,4,False
Raf,El Alquian,3.73,3,False
corazon de buey,Nijar,4.38,4,False
kumato,El Alquian,5.9,2,False
corazon de buey,Nijar,8.19,1,False
corazon de buey,El Alquian,2.34,4,False
corazon de buey,El Alquian,5.72,2,False
 de pera,Campohermoso,5.35,3,False
Raf,La Mojonera,4.6,2,True
Raf,El Alquian,1.32,3,True
rosa,Campohermoso,7.91,2,False
Raf,Nijar,4.82,3,True
rosa,El Alquian,1.01,4,False
cherry,La Mojonera,4.08,2,False
Raf,Nijar,2.34,3,True
corazon de buey,Campohermoso,4.26,1,False
cherry,El Ejido,0.81,3,True
verde,Campohermoso,5.23,1,False
cherry,El Alquian,8.74,1,False
verde,Campohermoso,7.01,3,True
bola,El Ejido,9.45,2,True
kumato,El Alquian,6.36,4,True
kumato,Campohermoso,4.27,3,False
verde,Nijar,0.77,3,False
corazon de buey,Campohermoso,4.08,4,True
rosa,El Ejido,2.84,4,False
 de pera,Nijar,5.62,4,False
corazon de buey,Campohermoso,1.44,2,True
corazon de buey,El Alquian,3.2,2,False
kumato,Campohermoso,5.93,2,True
rosa,El Alquian,2.44,1,False
corazon de buey,El Ejido,1.89,3,False
cherry,El Alquian,0.83,3,True
corazon de buey,El Ejido,9.09,2,False
 de pera,La Mojonera,8.04,2,False
bola,El Alquian,2.49,4,False
bola,La Mojonera,4.78,4,False
verde,Campohermoso,9.02,1,False
cherry,El Ejido,2.25,4,True
cherry,Nijar,8.96,4,False
verde,Campohermoso,9.98,4,False
Raf,Campohermoso,9.56,3,False
Raf,El Alquian,8.17,3,True
Raf,La Mojonera,3.73,3,False
bola,El Ejido,8.7,2,True
kumato,La Mojonera,5.8,2,False
bola,El Alquian,5.65,4,False
kumato,El Ejido,0.12,1,True
cherry,La Mojonera,5.36,2,False
Raf,El Ejido,1.49,3,True
rosa,El Alquian,1.92,1,False
 de pera,Campohermoso,3.44,1,True
corazon de buey,La Mojonera,7.67,4,False
cherry,El Alquian,9.17,2,True
corazon de buey,El Ejido,6.12,1,False
bola,Campohermoso,4.31,1,False
verde,La Mojonera,8.87,3,False
kumato,Nijar,2.16,3,False
corazon de buey,El Alquian,7.79,2,True
rosa,El Alquian,5.88,3,True
cherry,El Ejido,2.84,3,False
bola,El Ejido,9.89,4,False
bola,El Ejido,2.33,4,True
bola,El Ejido,2.61,1,False
corazon de buey,El Alquian,2.65,3,True
bola,Nijar,2.61,4,False
bola,El Alquian,8.33,4,True
Raf,Nijar,7.23,2,True
verde,Nijar,2.03,1,False
bola,La Mojonera,8.45,3,True
kumato,Campohermoso,1.84,1,True
Raf,El Alquian,5.52,2,True
cherry,El Alquian,2.94,2,False
bola,Campohermoso,8.95,2,False
 de pera,Nijar,7.06,1,True
Raf,Campohermoso,0.97,1,True
kumato,Campohermoso,9.35,2,True
corazon de buey,El Ejido,3.18,3,True
verde,El Ejido,4.55,3,False
Raf,La Mojonera,5.61,1,False
verde,El Alquian,7.17,4,False
 de pera,Campohermoso,1.7,1,True
 de pera,Nijar,7.16,3,False
corazon de buey,El Ejido,4.75,1,False
bola,Campohermoso,7.07,3,False
verde,Nijar,7.32,3,True
Raf,El Ejido,2.26,2,False
 de pera,Nijar,4.76,1,False
Raf,Campohermoso,9.61,4,False
kumato,El Alquian,7.79,2,False
Raf,El Alquian,2.64,1,True
rosa,El Ejido,0.38,2,True
rosa,La Mojonera,3.09,2,False
cherry,El Ejido,3.2,2,True
rosa,Campohermoso,4.8,1,False
Raf,El Alquian,9.35,4,True
corazon de buey,Campohermoso,1.46,1,False
Raf,Nijar,8.84,3,True
corazon de buey,La Mojonera,6.32,3,True
cherry,La Mojonera,1.05,1,True
 de pera,El Ejido,3.94,4,False
verde,La Mojonera,7.12,2,True
Raf,La Mojonera,8.4,3,False
cherry,Campohermoso,5.0,2,False
cherry,Campohermoso,0.25,3,False
cherry,Campohermoso,9.3,2,True
kumato,El Alquian,9.69,3,True
corazon de buey,La Mojonera,3.97,1,True
bola,El Ejido,7.95,4,False
kumato,Campohermoso,3.71,2,True
rosa,El Alquian,7.55,2,True
verde,Nijar,1.62,2,False
cherry,El Alquian,0.43,4,True
cherry,El Alquian,0.16,3,False
verde,Campohermoso,5.52,3,True
 de pera,Campohermoso,0.02,4,True
verde,Nijar,8.24,4,False
rosa,El Ejido,3.24,1,False
verde,La Mojonera,9.87,1,True
bola,La Mojonera,8.95,4,True
corazon de buey,Nijar,6.88,1,True
Raf,El Ejido,3.43,2,True
rosa,Campohermoso,6.59,4,True
kumato,El Alquian,4.13,4,False
verde,El Ejido,0.13,2,False
Raf,La Mojonera,2.77,2,False
bola,El Alquian,1.68,1,True
verde,El Alquian,6.86,3,False
kumato,La Mojonera,4.52,3,False
Raf,Campohermoso,6.31,2,False
Raf,La Mojonera,5.18,2,True
Raf,Campohermoso,8.49,4,True
rosa,La Mojonera,4.12,1,True
kumato,El Ejido,5.48,2,False
rosa,Nijar,9.65,3,True
cherry,El Alquian,7.46,4,True
cherry,El Ejido,8.65,4,True
verde,La Mojonera,1.79,4,True
bola,Campohermoso,7.68,1,False
rosa,El Alquian,8.63,4,True
 de pera,Campohermoso,7.33,4,True
kumato,Nijar,6.86,2,True
verde,El Ejido,6.96,3,False
bola,La Mojonera,3.35,4,False
bola,Nijar,4.6,3,True
 de pera,El Ejido,0.5,1,True
bola,Campohermoso,9.66,1,False
corazon de buey,El Ejido,1.75,1,True
Raf,Nijar,7.54,4,False
kumato,El Ejido,5.6,1,False
bola,El Ejido,5.23,1,False
kumato,El Alquian,4.5,1,False
cherry,Nijar,1.85,3,True
cherry,La Mojonera,0.29,2,False
 de pera,El Alquian,7.3,2,False
corazon de buey,Nijar,1.42,2,True
corazon de buey,El Alquian,8.45,3,False
bola,Campohermoso,6.25,2,True
rosa,La Mojonera,2.65,1,True
corazon de buey,El Alquian,2.67,2,False
 de pera,Nijar,7.28,4,True
bola,El Alquian,5.51,3,False
 de pera,El Ejido,3.1,4,True
Raf,El Ejido,6.45,4,True
 de pera,Campohermoso,7.98,1,True
Raf,Campohermoso,1.39,1,False
kumato,El Alquian,7.28,3,True
rosa,El Alquian,3.14,4,False
cherry,El Alquian,6.74,4,False
cherry,El Ejido,2.97,1,True
kumato,Campohermoso,0.81,4,True
Raf,Campohermoso,8.25,4,False
cherry,Campohermoso,9.94,1,False
Raf,Nijar,5.02,2,True
verde,Nijar,6.54,4,True
bola,El Alquian,9.95,1,False
Raf,El Alquian,0.15,4,True
Raf,El Ejido,8.3,4,True
kumato,El Ejido,1.93,3,True
verde,El Ejido,2.27,2,True
cherry,El Ejido,1.21,1,True
kumato,Nijar,7.28,1,False
corazon de buey,El Ejido,7.79,1,False
 de pera,La Mojonera,2.83,4,True
Raf,La Mojonera,4.74,3,True
corazon de buey,El Alquian,8.17,3,False
rosa,Campohermoso,2.91,1,True
cherry,El Ejido,6.19,3,False
Raf,Campohermoso,0.23,3,False
 de pera,Nijar,9.48,3,True
 de pera,El Ejido,1.88,1,True
cherry,El Alquian,4.02,2,False
bola,El Alquian,3.08,3,True
corazon de buey,Nijar,8.97,1,True
 de pera,Nijar,9.13,4,True
rosa,La Mojonera,8.36,1,True
 de pera,La Mojonera,2.84,2,False
 de pera,Nijar,3.64,3,True
kumato,La Mojonera,3.73,3,True
Raf,Nijar,9.58,2,True
cherry,Campohermoso,2.97,3,False
 de pera,La Mojonera,7.63,2,True
bola,El Alquian,2.64,1,False
cherry,La Mojonera,6.81,3,False
kumato,El Ejido,4.51,4,True
 de pera,El Ejido,2.85,2,True
rosa,Campohermoso,7.37,3,False
corazon de buey,La Mojonera,9.38,2,False
Raf,El Ejido,7.3,2,False
corazon de buey,El Ejido,6.09,2,False
corazon de buey,Campohermoso,0.34,1,True
verde,La Mojonera,6.7,3,False
bola,El Alquian,7.97,4,False
verde,Nijar,1.05,1,False
rosa,Nijar,7.93,4,False
rosa,El Alquian,2.7,2,True
 de pera,Campohermoso,4.18,2,True
kumato,Nijar,1.1,3,False
verde,La Mojonera,1.46,1,True
rosa,La Mojonera,3.1,2,False
rosa,El Alquian,1.58,3,True
kumato,Campohermoso,0.87,3,True
cherry,El Ejido,1.78,2,False
cherry,La Mojonera,1.82,1,True
corazon de buey,Nijar,7.78,4,False
verde,El Alquian,5.87,3,True
 de pera,El Ejido,7.85,3,True
kumato,El Alquian,3.98,3,False
cherry,El Ejido,1.67,4,True
 de pera,El Alquian,8.85,2,False
cherry,Nijar,5.87,2,False
cherry,Nijar,2.48,3,True
verde,El Alquian,7.66,2,False
Raf,El Alquian,3.29,3,False
 de pera,Nijar,8.89,2,True
rosa,Nijar,8.91,3,False
rosa,La Mojonera,1.64,3,True
 de pera,Campohermoso,0.24,3,False
kumato,El Alquian,5.82,3,False
corazon de buey,La Mojonera,6.18,3,False
verde,El Ejido,8.52,1,False
kumato,El Alquian,2.07,3,False
cherry,Nijar,2.06,4,True
Raf,El Alquian,5.2,1,True
kumato,Campohermoso,5.41,1,True
corazon de buey,El Ejido,2.09,4,True
Raf,El Ejido,1.7,4,False
bola,Campohermoso,9.08,1,False
 de pera,La Mojonera,5.73,2,True
verde,Campohermoso,2.52,3,False
rosa,Nijar,7.58,1,False
rosa,El Ejido,0.6,2,True
cherry,El Alquian,2.92,4,True
verde,La Mojonera,1.7,2,True
 de pera,Campohermoso,4.67,4,False
kumato,El Ejido,8.32,2,True
Raf,Nijar,4.34,3,False
rosa,El Ejido,4.96,3,False
bola,Campohermoso,3.92,2,False
rosa,El Ejido,1.82,2,False
bola,El Alquian,7.02,1,False
kumato,Nijar,6.64,3,False
bola,El Alquian,9.2,1,False
kumato,La Mojonera,9.18,4,True
verde,El Ejido,8.7,1,False
kumato,Campohermoso,8.44,3,False
rosa,La Mojonera,4.44,3,True
cherry,Nijar,1.39,1,False
rosa,El Alquian,7.34,2,False
verde,Nijar,8.43,3,True
corazon de buey,El Ejido,2.15,1,True
rosa,El Alquian,9.03,2,False
verde,Campohermoso,7.61,2,False
rosa,Campohermoso,6.35,3,False
bola,La Mojonera,4.21,2,False
Raf,La Mojonera,8.84,3,False
kumato,El Alquian,8.3,3,True
cherry,El Alquian,6.65,1,True
Raf,Campohermoso,9.83,3,True
kumato,Campohermoso,4.97,2,True
cherry,El Alquian,4.09,2,False
 de pera,Campohermoso,5.18,4,False
 de pera,El Ejido,0.97,3,True
 de pera,El Ejido,5.35,2,False
bola,El Alquian,4.34,3,True
rosa,El Alquian,4.17,4,False
bola,Nijar,9.82,4,False
bola,El Alquian,8.56,1,True
cherry,El Alquian,6.8,2,True
Raf,Nijar,4.11,3,True
bola,Nijar,0.8,2,False
rosa,Campohermoso,7.69,3,True
kumato,Nijar,5.61,1,True
verde,Nijar,1.23,1,True
verde,Campohermoso,0.71,4,True
corazon de buey,Campohermoso,9.83,3,False
cherry,La Mojonera,6.99,4,False
rosa,La Mojonera,3.19,4,True
rosa,El Alquian,8.26,4,True
corazon de buey,Nijar,7.91,2,False
Raf,El Ejido,1.21,3,False
rosa,Campohermoso,9.4,2,True
kumato,Nijar,6.86,4,True
bola,Nijar,4.07,3,True
kumato,La Mojonera,5.69,1,True
cherry,Nijar,5.09,1,True
 de pera,El Ejido,2.3,2,True
cherry,El Alquian,1.54,2,False
Raf,Campohermoso,0.96,1,False
verde,Campohermoso,1.88,2,False
cherry,El Alquian,8.82,1,False
bola,Nijar,4.96,2,True
verde,Campohermoso,4.34,2,False
corazon de buey,El Ejido,1.81,2,False
Raf,Campohermoso,5.03,4,True
verde,Nijar,3.12,3,True
verde,El Alquian,5.56,1,True
Raf,Nijar,3.72,1,False
cherry,Nijar,4.31,1,False
kumato,El Ejido,5.1,1,False
Raf,El Ejido,1.53,2,True
verde,El Alquian,6.13,2,False
 de pera,El Alquian,4.97,1,False
Raf,La Mojonera,3.38,1,True
bola,El Ejido,5.05,4,False
verde,El Ejido,5.56,1,False
cherry,Campohermoso,6.85,1,True
kumato,Nijar,1.7,3,True
rosa,Campohermoso,9.45,3,False
bola,La Mojonera,0.97,1,False
 de pera,La Mojonera,2.76,2,True
Raf,La Mojonera,9.38,3,False
verde,Nijar,9.3,1,True
cherry,Nijar,4.46,1,False
verde,El Alquian,7.24,1,False
Raf,El Alquian,2.9,3,False
verde,Nijar,1.34,3,True
corazon de buey,La Mojonera,2.52,2,False
verde,La Mojonera,1.52,4,True
 de pera,Nijar,1.23,2,True
corazon de buey,La Mojonera,9.57,4,True
verde,El Alquian,4.13,4,True
Raf,Nijar,5.63,1,False
cherry,Nijar,3.7,1,False
rosa,El Ejido,1.75,2,False
cherry,Campohermoso,2.71,2,True
cherry,Nijar,0.06,2,False
Raf,El Ejido,3.75,2,True
Raf,El Ejido,9.83,3,True
kumato,La Mojonera,8.0,2,True
bola,El Ejido,7.44,3,True
verde,El Alquian,5.6,1,False
Raf,Nijar,7.51,2,True
Raf,El Ejido,2.58,3,False
Raf,La Mojonera,8.4,1,True
bola,El Ejido,3.08,1,False
Raf,La Mojonera,5.77,3,False
cherry,El Ejido,6.57,3,True
cherry,La Mojonera,1.1,4,False
Raf,El Ejido,6.74,3,False
rosa,Nijar,3.79,2,False
Raf,El Ejido,8.78,1,False
corazon de buey,El Ejido,7.5,2,True
 de pera,El Alquian,7.77,2,True
bola,El Ejido,8.48,2,True
cherry,Campohermoso,9.52,2,True
verde,Nijar,0.54,3,False
cherry,El Ejido,4.25,1,True
cherry,La Mojonera,1.16,4,True
Raf,El Alquian,0.73,3,True
cherry,La Mojonera,9.6,4,True
Raf,La Mojonera,8.98,1,True
corazon de buey,El Ejido,3.16,3,False
bola,El Ejido,7.03,3,True
kumato,El Alquian,8.42,2,False
bola,Campohermoso,2.67,4,False
kumato,Campohermoso,8.14,2,False
rosa,Campohermoso,1.64,3,False
cherry,El Ejido,1.78,1,False
Raf,Nijar,2.2,2,True
rosa,La Mojonera,0.78,2,True
cherry,Nijar,2.32,4,True
verde,La Mojonera,8.51,2,True
Raf,Campohermoso,0.84,3,False
Raf,Nijar,4.42,4,True
Raf,La Mojonera,6.54,3,True
Raf,Campohermoso,9.94,3,True
corazon de buey,El Alquian,8.63,2,True
cherry,Campohermoso,1.91,4,False
 de pera,El Ejido,6.62,3,False
rosa,Nijar,0.26,2,True
 de pera,El Ejido,8.01,2,False
cherry,Campohermoso,3.54,2,False
kumato,Campohermoso,3.4,2,False
cherry,El Alquian,5.13,2,False
rosa,Campohermoso,1.95,3,False
 de pera,El Ejido,7.32,3,False
kumato,Campohermoso,9.28,1,True
 de pera,El Alquian,0.47,2,False
kumato,El Ejido,1.93,3,True
corazon de buey,Nijar,6.14,2,False
cherry,Nijar,9.27,2,True
Raf,El Alquian,8.27,3,True
kumato,El Alquian,3.3,2,True
corazon de buey,El Ejido,1.07,2,False
kumato,Campohermoso,8.29,4,False
cherry,La Mojonera,3.13,3,True
corazon de buey,Nijar,4.05,4,True
cherry,El Alquian,5.73,3,False
corazon de buey,La Mojonera,5.39,3,False
kumato,El Alquian,3.54,2,False
cherry,El Alquian,6.06,2,False
rosa,La Mojonera,8.09,2,True
Raf,La Mojonera,0.9,3,True
bola,El Alquian,7.49,3,True
rosa,El Alquian,7.44,2,False
bola,El Ejido,8.63,2,True
rosa,El Ejido,0.95,2,False
bola,La Mojonera,6.57,3,False
bola,Nijar,3.86,3,True
 de pera,El Alquian,1.66,2,True
 de pera,La Mojonera,8.77,1,True
bola,Nijar,3.66,4,True
Raf,La Mojonera,7.77,3,False
verde,Nijar,2.05,2,True
rosa,El Alquian,7.82,3,True
 de pera,El Ejido,7.35,2,False
cherry,Nijar,5.89,4,False
cherry,La Mojonera,0.31,1,False
 de pera,Nijar,7.33,3,True
cherry,El Alquian,5.34,4,False
verde,La Mojonera,3.99,4,True
bola,La Mojonera,1.72,4,True
rosa,Nijar,9.42,2,False
kumato,Campohermoso,1.91,1,True
rosa,Campohermoso,0.44,1,False
 de pera,El Alquian,1.56,4,True
 de pera,El Alquian,5.64,4,False
Raf,La Mojonera,2.61,1,False
cherry,El Alquian,6.12,3,True
cherry,La Mojonera,8.65,1,True
cherry,La Mojonera,8.6,4,True
rosa,El Ejido,9.79,4,True
rosa,Campohermoso,0.07,4,True
kumato,Campohermoso,3.37,2,True
Raf,Campohermoso,0.05,2,True
Raf,El Ejido,5.76,2,False
bola,Campohermoso,6.42,4,True
 de pera,El Alquian,8.82,1,True
cherry,La Mojonera,7.83,3,True
rosa,La Mojonera,4.22,4,True
rosa,El Alquian,9.04,1,False
 de pera,La Mojonera,4.56,3,False
corazon de buey,El Alquian,2.41,4,True
corazon de buey,Nijar,4.77,4,True
verde,El Ejido,6.31,2,True
 de pera,Nijar,2.79,4,True
bola,La Mojonera,9.43,3,True
cherry,Nijar,2.81,2,True
cherry,Nijar,7.81,2,True
cherry,La Mojonera,8.94,2,True
corazon de buey,Nijar,2.32,1,True
corazon de buey,Campohermoso,3.61,1,False
corazon de buey,La Mojonera,8.92,3,False
verde,Nijar,1.48,3,True
kumato,El Ejido,9.3,4,False
cherry,Campohermoso,3.91,2,True
verde,La Mojonera,9.49,3,False
corazon de buey,Campohermoso,9.3,3,False
bola,Nijar,9.58,4,True
verde,Campohermoso,9.7,1,False
