Cultivo,Ubicación,Tamaño,Rendimiento,Fertilizantes
cacao,Murcia,Pequeña,9.78,True
banano,Almeria,Mediana,7.01,False
maíz,Granada,Grande,5.47,True
arroz,Murcia,Pequeña,5.15,False
café,Canarias,Pequeña,4.97,False
arroz,Canarias,Pequeña,4.96,True
trigo,Almeria,Grande,5.57,False
cacao,Almeria,Pequeña,3.59,True
trigo,Granada,Mediana,8.86,True
banano,Valencia,Mediana,7.42,False
trigo,Granada,Pequeña,3.28,True
arroz,Granada,Mediana,4.31,False
trigo,Valencia,Grande,3.04,True
café,Granada,Pequeña,5.7,True
maíz,Murcia,Pequeña,3.5,False
café,Canarias,Pequeña,6.85,False
banano,Almeria,Grande,8.87,False
café,Murcia,Grande,7.62,True
café,Valencia,Grande,9.23,False
trigo,Granada,Mediana,8.34,False
cacao,Canarias,Grande,4.85,True
arroz,Almeria,Mediana,7.96,True
trigo,Valencia,Grande,7.73,False
trigo,Granada,Grande,7.25,True
trigo,Granada,Grande,7.28,False
banano,Murcia,Pequeña,9.6,False
arroz,Valencia,Grande,3.71,False
banano,Granada,Grande,5.1,True
trigo,Valencia,Mediana,3.67,True
café,Canarias,Mediana,1.04,False
trigo,Almeria,Grande,7.62,False
trigo,Granada,Mediana,3.68,True
trigo,Almeria,Mediana,7.16,False
arroz,Canarias,Grande,4.7,False
trigo,Murcia,Mediana,9.65,False
cacao,Canarias,Pequeña,7.37,True
trigo,Almeria,Grande,9.41,False
arroz,Valencia,Mediana,6.89,True
cacao,Murcia,Grande,4.37,False
café,Murcia,Mediana,3.45,True
trigo,Valencia,Grande,7.57,False
maíz,Canarias,Pequeña,7.6,False
café,Granada,Pequeña,7.28,True
trigo,Murcia,Pequeña,7.25,False
café,Almeria,Pequeña,9.37,True
café,Granada,Mediana,5.92,True
café,Granada,Pequeña,6.46,False
trigo,Granada,Grande,5.59,True
cacao,Canarias,Grande,6.68,True
trigo,Granada,Pequeña,9.8,False
maíz,Valencia,Grande,2.67,True
cacao,Murcia,Pequeña,1.16,True
banano,Almeria,Pequeña,7.76,True
trigo,Almeria,Grande,9.69,False
arroz,Almeria,Mediana,2.23,False
cacao,Canarias,Grande,2.66,False
cacao,Valencia,Grande,1.36,True
cacao,Murcia,Mediana,9.28,False
banano,Murcia,Pequeña,6.37,False
arroz,Murcia,Grande,3.35,False
trigo,Granada,Grande,8.21,False
banano,Almeria,Mediana,9.67,False
trigo,Canarias,Mediana,4.02,False
café,Murcia,Pequeña,1.93,True
maíz,Granada,Mediana,2.53,True
café,Murcia,Grande,9.49,True
banano,Almeria,Grande,2.17,False
maíz,Canarias,Mediana,5.16,False
cacao,Canarias,Pequeña,9.0,True
café,Murcia,Pequeña,3.87,True
cacao,Murcia,Pequeña,4.07,True
café,Valencia,Grande,2.24,False
cacao,Murcia,Mediana,7.59,True
café,Valencia,Grande,1.65,False
maíz,Canarias,Pequeña,2.53,True
arroz,Almeria,Grande,7.06,False
banano,Granada,Grande,2.95,False
arroz,Valencia,Mediana,2.8,True
café,Granada,Mediana,1.99,False
banano,Granada,Mediana,4.23,False
trigo,Murcia,Pequeña,9.68,True
banano,Murcia,Pequeña,7.39,False
banano,Canarias,Grande,6.79,True
cacao,Murcia,Pequeña,5.37,True
cacao,Canarias,Grande,6.58,False
trigo,Murcia,Pequeña,2.6,False
maíz,Almeria,Grande,7.19,False
arroz,Murcia,Grande,6.91,True
café,Murcia,Mediana,4.81,True
café,Almeria,Mediana,6.93,True
arroz,Granada,Grande,1.95,False
banano,Murcia,Pequeña,9.21,True
arroz,Valencia,Pequeña,7.83,False
café,Canarias,Mediana,7.37,True
trigo,Granada,Pequeña,2.29,False
café,Canarias,Pequeña,3.64,False
arroz,Granada,Mediana,2.78,True
maíz,Murcia,Grande,1.75,True
trigo,Valencia,Grande,4.65,False
trigo,Granada,Mediana,9.91,False
café,Granada,Grande,8.07,True
banano,Almeria,Mediana,6.49,False
banano,Granada,Mediana,5.35,True
cacao,Canarias,Pequeña,4.01,True
trigo,Almeria,Pequeña,3.96,True
trigo,Almeria,Pequeña,6.32,True
trigo,Canarias,Grande,6.03,False
trigo,Granada,Pequeña,5.79,False
trigo,Valencia,Mediana,1.11,False
banano,Valencia,Mediana,8.02,True
maíz,Canarias,Mediana,7.47,False
arroz,Valencia,Grande,3.27,False
trigo,Valencia,Pequeña,4.56,True
café,Valencia,Pequeña,7.63,True
banano,Granada,Pequeña,7.02,False
café,Valencia,Mediana,4.96,True
arroz,Canarias,Grande,4.92,True
arroz,Almeria,Grande,9.05,True
trigo,Almeria,Pequeña,3.45,False
maíz,Valencia,Mediana,9.31,False
maíz,Granada,Grande,9.02,False
banano,Murcia,Grande,3.03,True
cacao,Murcia,Pequeña,1.43,True
arroz,Canarias,Grande,6.22,True
cacao,Almeria,Mediana,5.78,True
trigo,Almeria,Pequeña,6.73,False
banano,Murcia,Mediana,4.64,True
banano,Valencia,Mediana,2.74,True
banano,Granada,Mediana,3.93,True
trigo,Granada,Grande,6.36,False
arroz,Almeria,Pequeña,5.41,False
maíz,Valencia,Pequeña,7.84,True
banano,Murcia,Mediana,1.37,True
trigo,Canarias,Grande,3.71,False
cacao,Canarias,Mediana,6.6,True
maíz,Valencia,Grande,9.79,True
banano,Granada,Mediana,3.79,False
trigo,Murcia,Pequeña,3.66,False
maíz,Granada,Mediana,4.46,False
trigo,Murcia,Mediana,7.01,True
maíz,Granada,Grande,1.38,False
maíz,Valencia,Pequeña,2.73,True
trigo,Canarias,Grande,4.46,False
trigo,Valencia,Pequeña,1.89,True
arroz,Granada,Pequeña,5.24,True
trigo,Almeria,Mediana,5.53,True
maíz,Canarias,Mediana,7.46,False
maíz,Canarias,Grande,4.63,False
cacao,Granada,Mediana,5.28,True
cacao,Canarias,Mediana,6.62,True
maíz,Canarias,Grande,9.69,False
trigo,Granada,Grande,1.94,False
cacao,Granada,Pequeña,5.2,True
maíz,Granada,Mediana,2.85,False
banano,Murcia,Pequeña,1.33,True
café,Almeria,Pequeña,3.51,True
cacao,Valencia,Mediana,4.41,False
café,Canarias,Pequeña,1.1,False
trigo,Almeria,Mediana,9.02,True
maíz,Murcia,Grande,3.53,False
arroz,Granada,Mediana,3.24,True
trigo,Granada,Grande,3.04,True
trigo,Murcia,Pequeña,2.05,True
café,Murcia,Pequeña,9.8,True
banano,Canarias,Mediana,5.68,True
trigo,Canarias,Mediana,1.87,False
banano,Granada,Grande,6.66,False
banano,Almeria,Grande,9.82,False
cacao,Canarias,Grande,6.93,True
café,Almeria,Grande,6.07,True
café,Canarias,Pequeña,8.36,True
café,Valencia,Pequeña,1.5,True
café,Murcia,Mediana,3.49,False
café,Granada,Grande,6.53,False
arroz,Canarias,Grande,9.11,True
trigo,Granada,Pequeña,2.15,True
maíz,Valencia,Mediana,3.55,True
banano,Almeria,Pequeña,9.47,False
café,Canarias,Mediana,6.43,True
arroz,Valencia,Pequeña,2.79,False
trigo,Murcia,Mediana,6.77,False
trigo,Murcia,Mediana,1.33,False
café,Valencia,Pequeña,7.69,True
arroz,Granada,Pequeña,4.07,False
café,Valencia,Mediana,5.73,True
arroz,Canarias,Mediana,1.06,False
maíz,Granada,Mediana,5.32,True
banano,Murcia,Mediana,7.65,True
café,Almeria,Grande,4.99,True
maíz,Valencia,Pequeña,2.46,True
arroz,Almeria,Grande,4.77,False
banano,Canarias,Pequeña,1.64,False
arroz,Almeria,Pequeña,5.03,False
maíz,Murcia,Grande,3.54,True
trigo,Valencia,Mediana,9.44,True
maíz,Granada,Mediana,5.4,False
banano,Murcia,Grande,6.79,True
banano,Canarias,Mediana,2.36,True
banano,Granada,Mediana,8.68,False
arroz,Canarias,Grande,9.11,False
trigo,Granada,Pequeña,8.78,False
maíz,Granada,Mediana,5.08,False
arroz,Valencia,Pequeña,5.53,True
maíz,Granada,Grande,1.14,True
banano,Valencia,Pequeña,7.8,True
trigo,Valencia,Pequeña,2.87,False
maíz,Murcia,Mediana,8.85,False
banano,Murcia,Grande,6.57,True
arroz,Murcia,Mediana,2.77,True
trigo,Granada,Mediana,5.73,False
arroz,Murcia,Pequeña,8.36,False
maíz,Granada,Mediana,9.63,False
trigo,Almeria,Pequeña,1.55,True
cacao,Granada,Grande,1.56,True
café,Almeria,Pequeña,2.0,True
arroz,Valencia,Grande,9.42,True
maíz,Granada,Grande,2.72,True
cacao,Valencia,Pequeña,5.99,True
café,Canarias,Pequeña,4.1,False
trigo,Canarias,Pequeña,3.2,True
arroz,Valencia,Pequeña,7.47,False
cacao,Valencia,Mediana,7.51,True
arroz,Murcia,Mediana,9.65,True
banano,Canarias,Pequeña,7.0,False
café,Almeria,Mediana,9.4,True
maíz,Valencia,Mediana,8.34,False
cacao,Valencia,Grande,9.67,True
café,Valencia,Grande,3.32,True
banano,Canarias,Pequeña,1.94,True
cacao,Granada,Grande,1.55,False
banano,Canarias,Pequeña,4.38,False
banano,Valencia,Pequeña,2.43,True
café,Canarias,Mediana,9.28,True
café,Granada,Mediana,1.06,False
café,Granada,Pequeña,6.41,True
banano,Almeria,Grande,7.41,False
banano,Canarias,Grande,8.86,True
maíz,Murcia,Pequeña,6.46,True
arroz,Valencia,Mediana,9.59,False
banano,Canarias,Mediana,7.6,True
banano,Canarias,Mediana,3.82,False
trigo,Granada,Mediana,6.31,True
trigo,Almeria,Mediana,9.89,True
arroz,Murcia,Pequeña,2.09,True
trigo,Murcia,Mediana,7.1,False
cacao,Valencia,Grande,8.89,True
maíz,Murcia,Grande,2.2,True
café,Almeria,Pequeña,5.89,False
arroz,Almeria,Pequeña,6.83,False
café,Canarias,Mediana,8.4,False
maíz,Granada,Grande,1.8,False
cacao,Granada,Pequeña,8.04,True
maíz,Murcia,Grande,5.55,True
café,Valencia,Mediana,7.57,True
cacao,Canarias,Pequeña,5.04,False
banano,Almeria,Grande,3.38,False
maíz,Valencia,Grande,9.48,True
cacao,Canarias,Pequeña,1.43,True
maíz,Canarias,Pequeña,4.9,True
trigo,Canarias,Mediana,5.52,False
trigo,Valencia,Grande,2.72,True
banano,Almeria,Pequeña,9.84,True
cacao,Almeria,Mediana,9.87,True
café,Murcia,Grande,6.91,True
café,Valencia,Grande,7.78,True
cacao,Almeria,Mediana,4.25,False
cacao,Almeria,Grande,6.38,True
arroz,Canarias,Grande,5.92,True
trigo,Granada,Mediana,9.44,False
café,Murcia,Mediana,1.16,True
cacao,Granada,Pequeña,8.38,True
banano,Canarias,Mediana,3.24,False
maíz,Canarias,Grande,5.42,False
cacao,Canarias,Pequeña,5.36,False
café,Almeria,Mediana,1.15,True
café,Granada,Mediana,8.39,True
trigo,Murcia,Pequeña,6.24,True
maíz,Murcia,Pequeña,4.14,False
cacao,Almeria,Pequeña,3.04,False
maíz,Granada,Pequeña,3.88,False
banano,Almeria,Pequeña,4.78,True
café,Almeria,Mediana,1.67,False
trigo,Canarias,Pequeña,1.94,True
cacao,Murcia,Mediana,1.12,False
maíz,Valencia,Mediana,6.41,True
arroz,Granada,Pequeña,9.95,False
cacao,Murcia,Pequeña,1.67,False
arroz,Valencia,Grande,3.25,False
café,Murcia,Mediana,9.36,True
arroz,Canarias,Grande,5.97,True
café,Valencia,Mediana,3.04,False
cacao,Valencia,Grande,9.74,True
maíz,Canarias,Pequeña,7.13,False
cacao,Granada,Mediana,7.95,False
arroz,Granada,Pequeña,2.27,False
trigo,Valencia,Grande,4.95,False
café,Granada,Mediana,3.98,False
cacao,Canarias,Pequeña,1.81,False
banano,Granada,Grande,7.29,False
trigo,Valencia,Pequeña,3.58,True
banano,Murcia,Pequeña,1.69,False
maíz,Almeria,Pequeña,4.77,True
maíz,Granada,Pequeña,5.01,True
arroz,Granada,Grande,1.08,False
trigo,Valencia,Grande,8.95,True
banano,Granada,Mediana,7.71,True
trigo,Almeria,Pequeña,2.72,True
cacao,Almeria,Pequeña,3.47,False
banano,Murcia,Grande,8.19,False
cacao,Murcia,Mediana,8.7,True
maíz,Granada,Mediana,4.98,True
trigo,Murcia,Pequeña,1.79,True
maíz,Valencia,Pequeña,6.84,False
maíz,Canarias,Grande,6.1,True
café,Murcia,Mediana,3.64,True
maíz,Canarias,Grande,3.38,True
arroz,Almeria,Grande,2.1,False
trigo,Canarias,Mediana,9.53,False
cacao,Valencia,Pequeña,4.01,False
arroz,Canarias,Grande,3.77,False
café,Canarias,Pequeña,9.71,False
arroz,Valencia,Mediana,1.27,False
arroz,Canarias,Mediana,1.7,True
banano,Valencia,Grande,5.51,True
banano,Valencia,Mediana,2.83,True
café,Granada,Pequeña,7.37,False
arroz,Granada,Grande,5.25,False
trigo,Valencia,Mediana,3.79,True
cacao,Valencia,Grande,4.27,True
arroz,Granada,Mediana,8.64,True
maíz,Almeria,Pequeña,9.23,True
cacao,Almeria,Mediana,6.48,True
trigo,Canarias,Grande,1.23,False
trigo,Almeria,Grande,5.16,False
café,Valencia,Mediana,2.63,True
arroz,Murcia,Grande,5.51,False
banano,Granada,Mediana,7.51,True
café,Almeria,Mediana,4.2,True
banano,Almeria,Mediana,2.84,True
cacao,Murcia,Grande,9.18,False
café,Almeria,Mediana,1.61,False
trigo,Granada,Grande,7.57,True
maíz,Almeria,Mediana,9.11,True
cacao,Canarias,Pequeña,4.79,True
maíz,Canarias,Pequeña,8.26,False
trigo,Granada,Grande,3.28,False
maíz,Granada,Mediana,2.07,False
arroz,Murcia,Mediana,4.69,False
banano,Almeria,Mediana,5.96,False
maíz,Granada,Grande,8.56,True
trigo,Valencia,Grande,5.16,False
maíz,Granada,Pequeña,8.27,True
café,Almeria,Mediana,7.27,False
arroz,Granada,Grande,4.43,False
café,Murcia,Pequeña,7.53,False
arroz,Granada,Grande,5.7,True
trigo,Canarias,Grande,4.49,False
banano,Murcia,Grande,1.54,True
arroz,Almeria,Mediana,1.52,True
cacao,Murcia,Mediana,3.8,True
café,Granada,Grande,4.34,True
trigo,Valencia,Pequeña,9.43,True
maíz,Valencia,Pequeña,1.66,True
arroz,Granada,Mediana,3.61,True
trigo,Almeria,Grande,2.56,True
maíz,Canarias,Mediana,2.8,False
café,Murcia,Pequeña,2.57,True
maíz,Valencia,Grande,6.22,True
banano,Murcia,Pequeña,9.05,True
arroz,Granada,Mediana,8.06,True
café,Murcia,Grande,8.97,True
banano,Almeria,Grande,5.44,False
maíz,Valencia,Pequeña,4.88,False
banano,Canarias,Grande,1.8,False
banano,Valencia,Grande,6.83,True
maíz,Granada,Mediana,5.33,True
banano,Canarias,Mediana,5.88,True
cacao,Granada,Mediana,8.47,True
cacao,Granada,Pequeña,2.41,True
cacao,Murcia,Grande,7.61,True
arroz,Murcia,Mediana,1.17,False
cacao,Valencia,Mediana,9.24,True
trigo,Granada,Grande,1.18,False
trigo,Canarias,Pequeña,8.31,True
banano,Valencia,Mediana,7.63,False
trigo,Valencia,Grande,9.23,True
trigo,Almeria,Pequeña,8.05,True
café,Almeria,Grande,2.11,False
banano,Granada,Mediana,7.16,False
café,Granada,Grande,8.22,False
café,Valencia,Mediana,7.41,False
maíz,Valencia,Mediana,3.06,False
banano,Granada,Grande,5.34,True
maíz,Almeria,Grande,2.33,False
café,Granada,Mediana,2.68,True
arroz,Granada,Pequeña,8.08,False
banano,Almeria,Mediana,6.67,False
cacao,Valencia,Grande,4.12,False
cacao,Almeria,Pequeña,4.84,False
arroz,Valencia,Grande,8.8,False
maíz,Valencia,Grande,8.3,True
arroz,Canarias,Pequeña,2.12,False
arroz,Murcia,Mediana,5.85,True
café,Canarias,Pequeña,9.79,True
maíz,Murcia,Pequeña,8.77,False
cacao,Canarias,Mediana,8.91,False
trigo,Granada,Pequeña,8.67,True
maíz,Murcia,Mediana,1.53,True
banano,Canarias,Pequeña,8.04,False
cacao,Granada,Pequeña,9.27,True
banano,Granada,Mediana,3.28,False
arroz,Canarias,Grande,1.53,False
trigo,Granada,Grande,3.29,False
cacao,Granada,Pequeña,9.34,False
trigo,Murcia,Grande,2.54,True
banano,Granada,Mediana,9.55,False
trigo,Valencia,Pequeña,8.34,True
trigo,Granada,Mediana,1.26,True
trigo,Granada,Pequeña,9.51,False
banano,Almeria,Mediana,9.76,False
cacao,Almeria,Grande,7.19,True
trigo,Granada,Grande,2.25,True
maíz,Granada,Pequeña,9.16,False
cacao,Almeria,Pequeña,3.25,False
arroz,Canarias,Pequeña,8.55,True
trigo,Granada,Pequeña,4.36,False
café,Canarias,Mediana,2.36,False
trigo,Almeria,Mediana,5.36,True
trigo,Murcia,Pequeña,5.12,True
banano,Almeria,Grande,7.84,True
arroz,Murcia,Mediana,1.01,False
cacao,Canarias,Grande,4.33,False
banano,Murcia,Pequeña,7.49,False
arroz,Almeria,Mediana,5.23,False
café,Murcia,Grande,8.8,False
maíz,Almeria,Pequeña,5.17,True
cacao,Canarias,Mediana,6.85,False
trigo,Valencia,Grande,5.36,False
maíz,Almeria,Mediana,5.76,True
maíz,Granada,Pequeña,8.77,False
café,Valencia,Grande,5.97,False
café,Valencia,Grande,3.06,False
café,Almeria,Mediana,9.41,False
maíz,Granada,Mediana,7.33,False
banano,Canarias,Mediana,5.42,True
cacao,Almeria,Grande,6.27,True
arroz,Almeria,Grande,1.58,False
banano,Granada,Grande,5.12,True
maíz,Granada,Pequeña,6.83,True
café,Valencia,Pequeña,3.47,False
banano,Murcia,Mediana,8.86,False
maíz,Granada,Pequeña,9.25,False
banano,Murcia,Mediana,8.1,False
maíz,Granada,Pequeña,9.88,True
cacao,Almeria,Mediana,1.53,False
arroz,Valencia,Pequeña,2.79,True
arroz,Granada,Mediana,5.03,False
maíz,Almeria,Grande,4.7,False
cacao,Almeria,Mediana,5.92,False
cacao,Almeria,Pequeña,2.69,True
cacao,Valencia,Grande,4.94,True
banano,Valencia,Grande,2.38,False
trigo,Valencia,Mediana,7.82,False
banano,Granada,Mediana,2.26,False
arroz,Valencia,Grande,4.06,True
trigo,Granada,Grande,5.04,True
banano,Granada,Mediana,3.49,False
café,Valencia,Mediana,5.63,True
café,Almeria,Pequeña,6.43,True
maíz,Canarias,Grande,6.53,False
banano,Granada,Pequeña,6.92,True
maíz,Valencia,Mediana,5.81,False
arroz,Granada,Mediana,9.35,False
banano,Valencia,Pequeña,6.05,False
café,Murcia,Mediana,9.3,True
trigo,Canarias,Mediana,7.01,True
café,Almeria,Mediana,3.59,False
banano,Almeria,Mediana,7.67,False
cacao,Valencia,Pequeña,1.68,True
maíz,Valencia,Grande,2.05,False
café,Granada,Grande,5.67,True
cacao,Almeria,Mediana,9.29,True
maíz,Valencia,Pequeña,6.22,False
café,Valencia,Grande,9.42,True
cacao,Valencia,Grande,6.15,False
cacao,Murcia,Grande,9.27,True
cacao,Canarias,Grande,1.91,True
cacao,Canarias,Pequeña,6.84,True
banano,Almeria,Grande,5.61,False
maíz,Murcia,Pequeña,4.35,True
arroz,Granada,Mediana,2.1,True
maíz,Canarias,Grande,2.98,True
trigo,Murcia,Mediana,2.66,False
maíz,Almeria,Pequeña,4.97,True
cacao,Granada,Grande,8.08,True
banano,Almeria,Grande,7.09,False
café,Murcia,Grande,7.11,False
café,Valencia,Mediana,7.99,False
trigo,Valencia,Pequeña,3.65,True
cacao,Granada,Pequeña,9.01,False
trigo,Valencia,Pequeña,7.2,True
trigo,Valencia,Pequeña,2.92,True
arroz,Murcia,Pequeña,2.56,True
maíz,Granada,Mediana,7.9,False
banano,Almeria,Pequeña,7.33,False
arroz,Granada,Grande,6.66,True
arroz,Valencia,Pequeña,8.32,True
cacao,Canarias,Pequeña,8.08,False
trigo,Canarias,Pequeña,7.47,False
café,Murcia,Pequeña,7.47,True
cacao,Almeria,Grande,5.69,True
maíz,Murcia,Grande,9.56,True
cacao,Almeria,Pequeña,9.44,True
trigo,Canarias,Grande,9.65,True
trigo,Canarias,Grande,7.84,True
café,Canarias,Pequeña,5.77,False
banano,Canarias,Grande,7.41,True
banano,Granada,Mediana,7.32,True
cacao,Canarias,Mediana,7.48,True
banano,Murcia,Grande,3.51,False
banano,Canarias,Mediana,5.59,False
banano,Valencia,Grande,8.01,False
cacao,Canarias,Mediana,7.81,True
maíz,Almeria,Mediana,6.82,True
trigo,Almeria,Pequeña,1.57,False
banano,Canarias,Mediana,2.64,False
trigo,Valencia,Grande,2.37,False
trigo,Canarias,Grande,1.58,True
banano,Granada,Mediana,5.13,True
cacao,Granada,Grande,9.38,False
arroz,Murcia,Pequeña,2.56,True
banano,Granada,Grande,2.6,True
arroz,Canarias,Pequeña,2.63,True
trigo,Canarias,Mediana,2.33,True
maíz,Almeria,Grande,1.67,True
cacao,Granada,Grande,3.76,False
maíz,Canarias,Grande,7.19,False
café,Granada,Grande,9.72,False
maíz,Valencia,Mediana,2.43,True
banano,Valencia,Grande,3.97,True
maíz,Canarias,Grande,8.12,False
café,Almeria,Grande,3.55,True
cacao,Canarias,Pequeña,5.52,False
trigo,Granada,Grande,7.77,True
arroz,Valencia,Pequeña,7.38,False
trigo,Canarias,Mediana,3.97,True
maíz,Almeria,Mediana,5.47,False
maíz,Canarias,Pequeña,4.98,True
café,Canarias,Grande,2.99,True
maíz,Granada,Pequeña,3.8,False
maíz,Almeria,Mediana,1.75,False
arroz,Canarias,Mediana,8.09,False
arroz,Canarias,Pequeña,4.35,True
trigo,Valencia,Pequeña,1.81,False
café,Almeria,Grande,4.37,False
cacao,Valencia,Pequeña,5.91,True
café,Canarias,Mediana,7.1,False
arroz,Almeria,Pequeña,9.45,False
café,Murcia,Pequeña,6.64,False
maíz,Almeria,Grande,4.42,True
banano,Valencia,Pequeña,2.16,False
café,Almeria,Mediana,1.19,True
maíz,Almeria,Grande,7.47,True
trigo,Almeria,Grande,7.79,False
cacao,Murcia,Pequeña,4.84,True
cacao,Granada,Grande,7.14,False
cacao,Valencia,Mediana,7.83,False
arroz,Granada,Pequeña,4.53,False
café,Almeria,Grande,7.96,False
arroz,Canarias,Pequeña,4.96,False
maíz,Almeria,Mediana,7.01,False
cacao,Murcia,Pequeña,3.94,False
maíz,Murcia,Grande,3.97,False
maíz,Canarias,Grande,3.16,True
banano,Granada,Grande,5.77,True
arroz,Murcia,Mediana,1.01,True
arroz,Granada,Mediana,5.88,False
trigo,Canarias,Grande,8.66,False
banano,Canarias,Grande,4.78,True
cacao,Canarias,Pequeña,1.06,True
maíz,Murcia,Grande,2.64,True
arroz,Murcia,Mediana,9.13,False
café,Granada,Pequeña,5.38,True
café,Almeria,Mediana,1.85,False
trigo,Granada,Pequeña,2.27,True
arroz,Murcia,Grande,8.86,True
maíz,Murcia,Mediana,2.6,True
cacao,Almeria,Grande,6.88,True
café,Canarias,Grande,9.84,True
arroz,Canarias,Grande,2.94,True
arroz,Valencia,Grande,2.95,True
maíz,Almeria,Pequeña,8.89,False
cacao,Canarias,Pequeña,9.57,False
café,Murcia,Grande,3.52,False
café,Granada,Grande,4.99,False
café,Canarias,Grande,2.34,False
maíz,Murcia,Grande,8.75,True
café,Granada,Pequeña,5.5,False
café,Valencia,Mediana,7.86,True
café,Granada,Mediana,8.82,True
arroz,Valencia,Grande,8.0,False
café,Murcia,Grande,6.3,False
café,Almeria,Grande,2.24,False
trigo,Valencia,Mediana,8.38,True
maíz,Canarias,Grande,9.78,False
maíz,Canarias,Mediana,9.1,True
cacao,Almeria,Pequeña,1.03,True
café,Murcia,Grande,9.6,True
cacao,Almeria,Pequeña,3.32,False
maíz,Almeria,Pequeña,5.53,False
café,Canarias,Grande,4.85,True
arroz,Valencia,Pequeña,9.27,False
maíz,Almeria,Mediana,4.63,True
banano,Almeria,Grande,2.43,True
café,Granada,Grande,7.86,False
banano,Almeria,Grande,7.19,False
cacao,Canarias,Pequeña,8.78,True
arroz,Canarias,Mediana,3.89,False
banano,Granada,Pequeña,4.77,True
arroz,Almeria,Mediana,7.58,False
café,Almeria,Pequeña,3.12,False
banano,Almeria,Grande,8.58,True
banano,Canarias,Mediana,7.44,True
arroz,Granada,Grande,8.17,False
maíz,Granada,Pequeña,8.7,True
cacao,Canarias,Grande,4.45,True
arroz,Murcia,Mediana,8.33,False
café,Valencia,Pequeña,3.85,True
maíz,Murcia,Mediana,7.01,False
arroz,Granada,Grande,1.87,False
banano,Almeria,Grande,1.55,True
trigo,Granada,Mediana,9.72,True
arroz,Valencia,Pequeña,7.19,True
trigo,Granada,Mediana,4.89,True
trigo,Murcia,Pequeña,3.4,True
banano,Canarias,Pequeña,9.03,True
maíz,Valencia,Grande,3.46,False
trigo,Almeria,Mediana,7.2,False
café,Canarias,Pequeña,7.72,True
banano,Canarias,Pequeña,1.02,False
maíz,Granada,Grande,5.48,True
banano,Granada,Mediana,1.82,False
café,Almeria,Grande,1.83,True
café,Murcia,Grande,2.04,True
maíz,Canarias,Pequeña,5.28,True
maíz,Almeria,Pequeña,6.6,False
cacao,Almeria,Pequeña,5.83,True
maíz,Valencia,Grande,4.21,True
cacao,Granada,Grande,6.42,False
arroz,Almeria,Pequeña,4.75,False
banano,Valencia,Pequeña,6.75,True
trigo,Canarias,Grande,4.5,True
banano,Almeria,Pequeña,1.63,False
café,Canarias,Mediana,2.54,True
maíz,Canarias,Mediana,3.76,True
arroz,Almeria,Mediana,9.3,False
cacao,Canarias,Mediana,5.4,False
cacao,Almeria,Grande,2.39,False
maíz,Granada,Mediana,3.0,True
maíz,Valencia,Mediana,9.06,False
banano,Murcia,Grande,2.04,False
cacao,Almeria,Mediana,7.05,False
cacao,Canarias,Grande,9.23,True
banano,Valencia,Grande,6.83,False
trigo,Valencia,Grande,1.85,True
café,Canarias,Grande,5.13,True
cacao,Almeria,Grande,8.94,False
trigo,Almeria,Pequeña,3.59,False
banano,Granada,Grande,5.35,False
cacao,Canarias,Grande,6.33,False
café,Murcia,Pequeña,9.54,True
maíz,Murcia,Grande,3.43,False
café,Almeria,Pequeña,6.28,True
café,Canarias,Pequeña,5.36,False
arroz,Murcia,Pequeña,9.43,False
arroz,Valencia,Pequeña,1.66,True
arroz,Almeria,Mediana,7.06,True
banano,Canarias,Mediana,5.39,True
arroz,Granada,Pequeña,9.12,False
trigo,Granada,Pequeña,4.01,False
trigo,Canarias,Mediana,6.95,False
cacao,Granada,Mediana,6.42,True
arroz,Almeria,Grande,6.35,True
cacao,Granada,Grande,3.75,False
cacao,Canarias,Mediana,8.89,False
cacao,Murcia,Mediana,7.63,True
banano,Canarias,Pequeña,5.14,True
trigo,Almeria,Grande,8.22,True
maíz,Valencia,Grande,6.31,True
maíz,Granada,Pequeña,8.8,True
cacao,Almeria,Mediana,2.86,False
trigo,Almeria,Grande,4.57,True
café,Granada,Grande,7.34,True
arroz,Murcia,Pequeña,8.65,True
café,Murcia,Mediana,6.65,False
café,Valencia,Mediana,4.41,True
cacao,Murcia,Pequeña,4.83,True
cacao,Canarias,Pequeña,5.85,True
café,Canarias,Grande,9.08,True
arroz,Murcia,Grande,6.77,True
café,Murcia,Mediana,7.53,False
maíz,Murcia,Mediana,4.63,False
café,Murcia,Pequeña,7.61,True
café,Murcia,Mediana,2.89,False
cacao,Granada,Mediana,5.49,True
café,Granada,Mediana,10.0,True
café,Almeria,Grande,4.42,True
maíz,Canarias,Pequeña,2.59,True
maíz,Almeria,Pequeña,9.99,False
maíz,Valencia,Grande,7.61,False
trigo,Granada,Pequeña,3.19,True
maíz,Murcia,Pequeña,8.44,True
arroz,Murcia,Mediana,4.96,False
cacao,Almeria,Pequeña,1.74,True
arroz,Canarias,Pequeña,7.12,False
arroz,Canarias,Grande,2.76,True
arroz,Granada,Pequeña,6.54,True
maíz,Almeria,Pequeña,4.28,False
cacao,Valencia,Grande,8.65,True
cacao,Almeria,Pequeña,8.56,False
maíz,Granada,Pequeña,9.97,False
café,Almeria,Pequeña,9.33,False
trigo,Valencia,Mediana,1.05,True
café,Murcia,Mediana,8.29,True
banano,Almeria,Mediana,8.02,True
